,date,clicks_ads,conversions_ads,cost_micros_ads,engagements_ads,impressions_ads,interactions_ads,interaction_rate_ads,average_cpm_ads,ctr_ads,average_cpc_ads,conversions_value_ads,value_per_conversion_ads,engagement_rate_ads,average_cost_ads,cost_per_conversion_ads,average_cpe_ads,transactions_anal,transactionRevenue_anal,sessions_anal,impressions_anal,adClicks_anal,adCost_anal
114,2021-08-25,5852,104.483,55925.82599999999,7654,250075,13150,0.0786531986531986,673243338.2087542,0.0705521885521885,5968148.868686869,0.1950864197530864,0.1571268237934904,0.0145230078563411,5204400.869809203,13699280.695847362,92020.1290684624,382,126334.64,36827,8831881,94002,188468.0200000001
115,2021-08-26,6434,126.0,57213.77100000001,4260,284430,10453,0.0810480984340044,691854517.736018,0.0749910514541387,6390592.763982103,0.0,0.0,0.0132953020134228,5716401.403243848,12127121.991051454,107514.73635346755,400,151503.46,34753,9301165,95995,205702.7
116,2021-08-27,6350,76.0,71886.551,15816,358173,21466,0.073771234428086,782176688.398641,0.0676092865232164,8755494.419026047,0.5084937712344281,0.5084937712344281,0.0125050962627406,6896622.605889015,17837410.28765572,158727.81653454134,307,104752.0,35258,7089073,85344,195221.62
117,2021-08-28,6532,76.0,55103.71299999997,3752,322544,10109,0.064303488372093,531473270.5488372,0.0602081395348837,5024991.972093023,0.0,0.0,0.0144267441860465,4560669.681976744,19312589.31627907,123406.49011627906,178,54804.4,34430,8390804,91654,187711.67
118,2021-08-29,6343,65.0,59290.77799999997,3054,352089,9287,0.0569889012208656,527276096.8679245,0.0540599334073251,5702926.446170921,0.0,0.0,0.0153651498335183,5461703.027746948,11337379.156492786,106340.3629300777,212,74678.89999999998,34290,8301908,94460,187484.14
119,2021-08-30,6895,81.0,76974.98000000001,2852,365634,9640,0.0706210640608034,990198297.834962,0.067614549402823,10124900.53311618,0.0,0.0,0.0113887079261672,9858525.318132464,10898155.031487511,78749.08773072746,488,174987.89,36230,7822899,93705,208245.98000000004
120,2021-08-31,5653,85.122,58111.600999999966,3243,271186,8739,0.0712182017543859,647086286.1337719,0.067359649122807,8048470.66008772,0.0140274122807017,0.1151315789473684,0.0120570175438596,7423165.671052632,16824920.06140351,86692.99342105263,497,174430.88,33428,7219716,76922,186934.93
121,2021-09-01,4962,70.371,41038.40999999995,8800,213557,13384,0.0861029252437703,492052328.11700976,0.0803499458288191,6120588.133261105,0.5964767063921994,0.7806327193932828,0.0139631635969664,5082788.46695558,10779084.17334778,93439.52979414952,400,134380.81,35794,3628290,44342,71146.39999999998
122,2021-09-02,5896,89.0,53156.92100000002,9921,278732,15344,0.075389010989011,659845370.6065934,0.070134065934066,7906122.879120879,0.0,0.0,0.0122813186813186,7001509.571758242,12547259.028571429,93143.07978021978,374,128724.21999999996,34643,3889675,45536,90610.65999999996
123,2021-09-03,6471,86.54,61191.88300000007,3044,303994,9385,0.0665363436123348,707012764.845815,0.0609151982378855,8052245.5561674,0.1911640969162995,0.3541850220264317,0.0159438325991189,7807230.291299559,16657700.466960352,70811.36068281939,286,83508.73000000001,32561,4140339,50158,119364.05000000002
124,2021-09-04,6983,83.625,57327.79599999999,1539,360076,8464,0.0555600882028665,516572851.99558985,0.0513814773980154,6506210.872105843,0.113218302094818,0.1812723263506064,0.0193737596471885,6375416.8470782805,14020095.59206174,54643.2887541345,208,73855.96,32799,4282119,50563,101123.37
125,2021-09-05,5889,73.0,53247.905,3047,316913,8832,0.0637142857142857,604812737.1160715,0.0610189732142857,6062385.481026785,0.0,0.0,0.0200937499999999,5846075.146205357,16596953.25,95076.50189732145,176,48099.01,31685,4192065,53524,99204.09000000004
126,2021-09-06,7044,78.511,68723.57599999997,3103,338635,9982,0.0711321353065539,866666712.4788584,0.068323467230444,10028094.21807611,0.0566871035940803,0.1109936575052854,0.013784355179704,9738216.114482028,13575250.342494717,86083.10253699789,428,123065.11,35725,4360225,52088,118475.53000000006
127,2021-09-07,8883,75.0,66636.61500000005,2340,548578,11074,0.0698126951092611,661969277.8813735,0.065777315296566,8637138.444328824,0.0,0.0,0.0164349635796045,8234865.050468262,16944050.106139436,92501.7726326743,465,152899.73,35443,4959230,56572,124079.63
128,2021-09-08,8923,76.249,68608.45799999997,1511,519840,10347,0.0660566037735849,587918132.081761,0.064066037735849,6232853.843815514,0.0219559748427672,0.0880503144654088,0.0109329140461215,5984504.245283019,14533726.02096436,85423.6394129979,414,152476.53999999998,34974,5093089,56835,128400.03999999998
129,2021-09-09,8296,16.576,64941.26499999996,4429,450904,12512,0.0748562367864693,1169334554.9672306,0.0714418604651163,9743151.64693446,0.3537706131078224,0.2244186046511628,0.0133847780126849,9222576.712473571,9315721.145877378,93537.32251585624,402,131843.55000000002,35605,4725453,57142,124603.71
130,2021-09-10,5821,9.702,55401.362,11568,324337,16935,0.0803271939328277,540623219.9024919,0.0752567713976165,6662709.031419285,0.5013759479956663,0.2946078006500541,0.0124463705308775,5651617.17063922,5360157.867822318,112663.69284940412,265,94995.49,36605,4296736,51564,104785.91
131,2021-09-11,6431,7.0,47247.2,4108,347115,10377,0.074237831858407,621927383.5862832,0.0695719026548673,5741167.307522124,0.0,0.0,0.0154303097345132,5007056.783185841,6026027.6283185845,124483.47234513274,219,76674.48,33624,4039384,51510,90647.79999999994
132,2021-09-12,3997,8.0,33206.722,547,185188,4510,0.0664455899198167,424850502.39862543,0.0626746849942726,4716475.873997709,0.0,0.0,0.0184765177548682,4556088.689576174,4488381.360824742,77248.02371134021,172,54372.28999999999,32853,3960427,52708,74987.78999999996
133,2021-09-13,4086,13.0,27349.972999999976,725,178602,4764,0.0878843995510662,441859141.9203143,0.0853164983164983,3824546.429517396,0.5768799102132436,0.5768799102132436,0.0118361391694725,3679041.182603816,1990712.673400673,81698.68237934905,459,162707.65000000002,33225,4053629,49625,75950.21999999999
134,2021-09-14,5501,38.497,30123.108,1503,324939,6912,0.1006796690307329,487246498.502364,0.0966489361702128,3915772.192671395,0.2538286052009456,0.3404255319148936,0.0118085106382978,3615060.508865248,5530315.1678487,98305.38829787234,401,130108.17,35401,4961729,55264,94885.92999999996
135,2021-09-15,5769,28.511,36651.367000000006,2176,385667,7828,0.0787443438914027,495875468.7760181,0.0750452488687783,4769136.164027149,0.4916674208144796,0.96289592760181,0.0101402714932126,4101939.099547512,6272220.0,119961.889479638,352,145883.02,33449,4776506,54124,101686.35
136,2021-09-16,5447,31.0,38445.35199999999,6836,363578,11961,0.0855854214123007,459888986.71981776,0.0802129840546697,4326654.165148064,0.0,0.0,0.0139179954441913,3313198.908314351,9733523.772209568,145846.24544419136,266,91665.38999999998,30989,4633367,51215,117412.74999999996
137,2021-09-17,5697,45.333,73953.7,15570,440713,20568,0.0907001114827201,656354684.2296544,0.0850769230769232,6817617.11928651,0.2140468227424749,0.6421404682274248,0.0111148272017837,4856206.858416946,13792069.172798216,178611.4503901895,346,125061.30999999998,30514,3991702,44811,160300.46000000005
138,2021-09-18,4960,24.723000000000003,59491.790999999976,3747,312853,8528,0.08857582668187,661493790.700114,0.085460661345496,6257176.405929305,1.4314663625997717,2.419612314709236,0.0127172177879133,5583954.144811858,8553231.204104902,171466.5290763968,168,49029.33999999999,28651,3762326,43452,127649.68999999992
139,2021-09-19,4719,29.0,53278.88800000001,495,308651,5179,0.0837232558139535,818523116.0348837,0.0819255813953489,7298899.055813953,0.0,0.0,0.0147802325581395,7132413.701744186,8439183.813953489,77111.75720930233,179,60281.87,28886,4084950,46770,110748.08000000005
140,2021-09-20,5032,49.151,53552.94299999999,1050,232914,5999,0.0893954685890835,658269773.5818744,0.0873038105046344,6247272.155509784,0.0829794026776519,0.0720906282183316,0.0088331616889804,5977013.6673532445,11094865.182286303,137708.5,655,236574.02000000005,30442,3683916,45124,109480.82999999996
141,2021-09-21,5223,69.0,52247.114,1016,255750,6177,0.0897518636847709,489207168.72097975,0.0869222577209797,4998404.433439829,0.0,0.0,0.010825346112886,4751042.627263046,12434442.615548456,118343.6190628328,502,190751.36,30576,4065097,45475,110888.75999999992
142,2021-09-22,3190,53.273,27452.735999999997,1389,94209,4505,0.0880515759312321,484622782.6131805,0.0817440305635148,5026398.936962751,0.1259761222540592,0.2425978987583572,0.0118481375358166,4533329.916905444,4453506.490926457,54426.458834766,479,199938.68,29764,3973649,44553,85964.28999999994
143,2021-09-23,3396,50.242,26551.35900000001,2527,95179,5789,0.0820411599625818,489275320.463985,0.0735229186155285,4856287.856875584,0.1491234798877455,0.3704396632366697,0.0105902712815715,4181479.9045837233,2054831.1506080448,96299.92048643592,437,228941.92,26454,3760863,41011,81286.07000000002
144,2021-09-24,3963,23.453,31673.66500000002,3566,141350,7326,0.0792005545286507,464569390.8170056,0.0732689463955638,5141103.984288355,0.1085129390018484,0.2393715341959334,0.0086608133086876,4254353.030036968,2449903.866913124,111274.70101663584,569,259872.58000000005,29889,4394625,47142,110482.58
145,2021-09-25,3385,22.0,27719.814,1880,125511,5165,0.0689379178605541,454827251.382044,0.0616800382043935,4642230.011461319,0.0,0.0,0.0101222540592168,4217649.801528175,1727245.463228271,77917.43018147087,250,89221.04000000001,29378,4929017,52652,138127.43999999992
146,2021-09-26,2538,25.0,22847.29500000002,1186,103992,3641,0.0737272727272727,431357315.1363636,0.0666439393939394,4742158.2727272725,0.0,0.0,0.010684659090909,4412034.152746213,2669169.492424242,92329.2786931818,241,78122.25,28214,4426687,48179,153534.12
147,2021-09-27,6253,47.0,39464.56100000002,3556,276084,9584,0.085634168157424,584865092.3801432,0.0795751341681574,5377223.0518783545,0.0,0.0,0.0086967799642218,4805520.715563506,3766221.8676207513,82095.50357781754,615,268228.93,35301,5908157,58899,217747.49
148,2021-09-28,5085,38.0,29954.623,4282,241020,9099,0.0747185185185185,372968782.9851852,0.0680768518518518,3428993.4509259257,0.0,0.0,0.0090351851851851,2581359.6553703705,5521505.344444444,95976.49148148148,423,129501.86,31914,5918045,57586,219491.3000000001
149,2021-09-29,4025,68.404,26656.764,3673,192554,7432,0.1075303398058251,377312991.9563107,0.1005521844660193,2783803.655339806,0.1264053398058252,0.3131067961165049,0.0101043689320388,1821182.495145631,7062674.485436893,133472.29126213593,690,136814.54,32179,6034264,56660,200037.36999999997
150,2021-09-30,4159,47.0,28793.32399999999,4392,286462,8205,0.1017928483353884,414307963.1245376,0.0952157829839704,3265085.401972873,0.0,0.0,0.0090123304562268,1993384.7916152896,8546715.403205918,166539.08631319358,435,122606.01,44181,8397990,79582,239406.6800000001
151,2021-10-01,5695,39.246,32359.47,9039,611881,14309,0.0978770388958594,433531906.8607277,0.0879811794228355,3634879.011292346,0.1481242158092848,0.6022584692597239,0.0130100376411543,1880767.0539523207,16009012.406524466,128816.9008782936,274,86053.57999999997,21556,4931172,43105,128436.45999999996
152,2021-10-02,5938,18.0,28145.13399999999,5882,661316,11557,0.0763949367088607,364890688.06329113,0.0676227848101265,3048058.02278481,0.0,0.0,0.0145101265822784,1673888.5044303795,10080119.98987342,169134.92088607594,127,43840.64,20344,5003171,43236,112431.58
153,2021-10-03,7009,20.404,28260.964999999986,4126,749917,10843,0.0765141025641025,333947416.35897434,0.0705192307692308,2725554.86025641,0.0544179487179487,0.1346153846153846,0.0126794871794871,1541817.2397435897,7124484.523076923,159347.96025641027,152,48260.36000000001,21431,6597761,61927,150712.76999999996
154,2021-10-04,11782,28.14,61028.918000000005,12981,1594453,23901,0.0953904191616766,371861491.9964072,0.0899449101796407,4131546.650299401,0.8821221556886227,0.8101137724550898,0.0093952095808383,1837826.1724550896,15590775.326946108,198772.03113772452,389,116151.08999999998,26608,7942098,66191,189647.66999999995
155,2021-10-05,4885,47.355,32971.60800000002,5637,436185,10112,0.0827475369458128,359440021.05172414,0.0769273399014779,3932655.040640394,1.700332512315271,1.067902709359606,0.008801724137931,1823134.2364532016,4674867.098522168,238301.0406403941,362,125821.59,21538,5236692,49220,136612.67000000004
156,2021-10-06,5180,57.0,16652.87199999999,186,476478,5341,0.0912322097378277,365972475.968789,0.0795430711610487,1660797.436579276,0.0,0.0,0.0145393258426966,1672277.168289638,4820462.421972535,33418.8240948814,348,110311.89,22420,5339138,47234,121097.69000000002
157,2021-10-07,6168,42.12,14940.131999999998,97,624657,6256,0.09064,384619090.6455172,0.086023448275862,1412820.5131034483,0.3553931034482759,0.3172179310344827,0.0049186206896551,1422021.6593103448,1780760.4248275862,32178.59448275862,338,112994.25,23082,4639891,42774,101592.45999999992
158,2021-10-08,5164,48.468,13753.105000000003,98,534738,5258,0.1695267175572518,561554610.70229,0.1427519083969465,1911379.5305343512,0.2443015267175572,1.0419847328244274,0.0271297709923664,1894739.8988549616,8543978.183206107,21879.452290076337,345,109831.51,22829,4307264,41242,106841.43999999994
159,2021-10-09,4613,39.0,13645.848000000002,596,496567,5157,0.1628631178707224,689668493.4524715,0.1335475285171102,2515315.8707224336,0.0,0.0,0.0317490494296577,2382799.070342205,7614617.300380228,145165.73954372623,151,55671.81999999999,20061,8059059,77831,151846.4800000001
160,2021-10-10,5239,29.0,20293.888,5224,629490,9983,0.1200769230769231,456243384.52014655,0.0940805860805861,3878362.783882784,0.0,0.0,0.0289780219780219,2222854.4249084247,34032743.48717949,230651.57142857145,236,75139.48999999999,22516,5685675,55584,131912.49000000005
161,2021-10-11,10025,117.0,114347.10900000004,34138,1211877,41892,0.1240799031476998,581355203.9515738,0.0918716707021792,14018275.246973366,2.6292251815980627,2.62953995157385,0.048503631961259,2813475.031476998,73972985.094431,1041303.9878934624,490,140125.67,26554,6447478,61342,231020.36999999997
162,2021-10-12,9921,111.764,115899.29800000004,27044,1032729,34887,0.1148261964735517,540125663.7682619,0.0888438287153654,11035133.617128463,0.323360201511335,0.4231738035264483,0.047256926952141,3053058.4130982365,108830024.22166246,1089411.1813602014,377,112118.29999999996,26508,6779439,62675,228640.18
163,2021-10-13,9118,118.127,112639.72100000003,34128,910250,40586,0.1339106699751861,489958112.9528536,0.0942034739454095,10489757.4044665,1.47763523573201,0.6947890818858561,0.0605235732009925,2663454.5223325063,108174885.09181142,721608.8449131513,399,129612.0,25487,5654064,54477,222222.68999999983
164,2021-10-14,9841,100.769,96617.912,40386,1218586,48414,0.1163488943488942,486173212.9385749,0.0812358722358722,10060884.656019656,0.3174643734643734,0.4127764127764127,0.0425085995085995,2992740.4496314498,98251474.44717444,747095.194103194,466,140972.9,25738,6263809,58469,202023.19000000003
165,2021-10-15,10312,118.133,103451.328,34056,1094079,42658,0.1093901808785528,604854704.8940568,0.087813953488372,8190582.043927649,0.0672583979328165,1.1870801033591731,0.0244160206718346,3393368.881653747,148915660.0620155,486187.1891472868,450,132871.94,26697,5450047,57321,193196.04000000007
166,2021-10-16,8039,57.0,87548.205,26083,879057,32786,0.1067583333333332,662671413.3555555,0.0869611111111111,7298607.358333333,0.0,0.0,0.0246777777777777,3524797.1277777776,112560091.48888887,534596.8305555555,176,63243.05000000001,22748,5786082,58285,174459.1700000001
167,2021-10-17,7988,47.242,64895.30300000001,14605,877186,21821,0.078029569892473,506908611.6666667,0.0621639784946236,6887907.354838709,0.2765618279569892,1.1431102150537635,0.0259327956989247,3829304.4516129033,64782217.49462365,487485.21774193546,158,62982.12,22590,6033966,54650,144956.71999999986
168,2021-10-18,10322,74.0,92202.45300000002,23100,1089547,32193,0.0947409470752089,598911715.6935933,0.0809359331476323,8348688.844011142,0.0,0.0,0.0236295264623955,3930308.384401114,92644663.1977716,616713.713091922,403,126532.26000000004,25477,5299388,55128,202776.89000000025
169,2021-10-19,11060,113.5,98114.149,24794,1143921,34295,0.1084583333333333,725634496.2805556,0.0931972222222223,8594996.241666667,0.0972222222222222,0.1944444444444444,0.0238666666666666,3884495.619444444,75193021.55555555,536018.2916666666,403,129872.11,26420,6212204,60674,198075.81
170,2021-10-20,11694,64.22800000000001,61228.72000000001,11552,1183663,22468,0.0950378378378379,533418443.23783785,0.0778729729729729,6856562.15945946,2.9889216216216217,5.511891891891892,0.0290081081081081,3448508.2297297297,30483141.686486486,386388.8945945946,351,115726.76,27715,6977591,67931,163664.59999999995
171,2021-10-21,5630,64.914,31602.079,2717,408009,8158,0.0904811594202898,583784549.2634783,0.0779826086956522,5496167.736231884,6.06563768115942,19.68340869565217,0.0164028985507246,3467636.3391304347,20271141.27536232,443773.58260869567,397,121445.43,23444,5980836,56616,122880.60999999988
172,2021-10-22,6131,141.833,45079.93600000002,5928,402373,11634,0.1021849865951742,653350294.2788204,0.0884638069705093,6715109.946380697,0.2100080428954423,0.2520107238605898,0.0176970509383378,3723494.077747989,24587474.76675603,535953.7587131368,1003,159359.86000000002,26363,4930339,51866,151930.42000000013
173,2021-10-23,4786,42.084,23459.62000000001,2532,266537,7133,0.1014153846153846,573691400.1046153,0.0887999999999999,6140742.113846154,0.5478707692307692,13.12,0.0183815384615384,3263803.704615385,37235439.31076923,419705.90461538464,176,53067.07000000001,22304,5108699,55542,113444.46000000006
174,2021-10-24,5309,30.724,24969.63500000001,3277,377823,8291,0.0881253644314868,555410799.7959183,0.0768192419825072,6027550.816326531,0.2216180758017492,0.3061224489795918,0.0232536443148688,3500138.291545189,21198474.91545189,520721.79591836734,190,58601.43,22172,5350668,54966,118388.43000000002
175,2021-10-25,6728,94.693,49925.13799999999,6881,455877,13097,0.0945917808219178,733855440.1808219,0.0804520547945205,8578949.652054794,0.9668191780821918,1.3943397260273973,0.0220739726027397,4741747.716438356,50102969.019178085,475349.3328767123,494,168179.14999999997,25019,4742643,52484,155219.67000000004
176,2021-10-26,6088,51.0,30570.43800000001,2061,396314,7995,0.0978039772727272,709375044.7670455,0.0841676136363636,6710217.636363637,0.0,0.0,0.018247159090909,3973968.112215909,10027031.159090908,407142.265625,430,131736.17000000004,25231,4342445,50632,125950.17
177,2021-10-27,6821,67.0,27181.427,1335,476480,8060,0.0836109589041096,559708539.1013699,0.0700027397260274,5237239.756164383,0.0,0.0,0.0228410958904109,3576401.142191781,14072495.561643835,377477.55589041096,418,138176.43,24155,4536217,55084,122912.59999999996
178,2021-10-28,6068,50.5,24659.104,1980,432633,7906,0.0929266862170088,617718576.8328446,0.0769677419354839,5467056.5513196485,0.4504398826979472,0.9008797653958944,0.0204750733137829,3762263.866568915,14414060.609970674,499587.55278592376,380,129487.8,23695,4407004,51211,120414.08000000005
179,2021-10-29,6333,40.0,27016.153,2557,456003,8738,0.0930000000000001,499076547.3041096,0.0760657534246575,5208925.452054795,0.0,0.0,0.0246136986301369,3002034.098630137,12209663.210958904,287448.0109589041,371,147925.74000000002,21256,3792164,45301,109121.90000000004
180,2021-10-30,5608,33.51,22700.053000000004,728,424084,6279,0.0938338192419825,637208211.9591837,0.076131195335277,5262384.962099126,0.4064256559766763,1.5588921282798835,0.0270874635568513,3729666.346938776,12734832.559766764,370381.1224489796,178,68259.51,17766,3790872,42838,99473.22
181,2021-10-31,4706,25.824,13783.359,771,343683,5410,0.0728488372093023,465206862.1540698,0.0613226744186046,4756673.5058139535,0.9198517441860466,1.1163924418604652,0.024156976744186,3434030.479651163,7511657.023255814,267452.7543604651,183,61599.630000000005,19939,4284622,49880,91166.73999999998
182,2021-11-01,5768,55.342000000000006,25554.012,4126,409649,9629,0.0936537313432835,541548186.9791045,0.073420895522388,5607551.232835821,0.2482955223880597,1.434626865671642,0.0269402985074626,3249175.1620895523,16593294.686567163,350619.3531343283,392,123114.02999999996,23914,4944765,54130,130077.17000000004
183,2021-11-02,7082,40.456,26505.341000000004,3402,602557,10284,0.1036876712328768,551383844.5068493,0.0871945205479451,5433944.419178083,1.9086054794520544,6.16986301369863,0.0231616438356164,3566028.170684932,16898698.34520548,265256.28849315067,333,107581.60999999996,22555,5001872,51095,123810.95
184,2021-11-03,7782,41.0,31676.951000000012,4133,598561,11696,0.1038933333333334,436950895.3973333,0.0824373333333334,5644417.658666667,0.0,0.0,0.0364639999999999,3423278.4861333333,15219191.216,339666.1608,360,110103.8,24132,5167864,55398,123862.47000000004
185,2021-11-04,7422,33.008,32895.549,1547,500051,8877,0.1156470588235294,400365954.3796792,0.1015828877005348,5675589.398395722,0.0094411764705882,1.1551871657754011,0.0223368983957219,3395373.590909091,37024943.9144385,342079.7727272727,360,114993.87999999996,24084,5346911,55408,109302.84999999996
186,2021-11-05,7349,45.422,23705.34999999998,1076,526347,8370,0.1015160427807486,394034668.3957219,0.0847727272727272,4541353.315508021,0.2438368983957219,0.5775401069518716,0.0280401069518716,3057742.0695187165,6042469.743315508,340465.44919786096,285,86711.41,23547,4335804,52426,99299.11000000004
187,2021-11-06,5997,31.476,26024.893999999997,561,367861,6514,0.0915653409090909,323537201.82954544,0.0801107954545454,4261984.659090909,0.3155909090909091,0.6627272727272727,0.0305767045454545,3544021.541761364,25401044.795454547,290755.0502840909,157,44017.77,22649,3393861,46700,81035.75999999998
188,2021-11-07,5599,22.0,15089.379999999988,574,384069,6125,0.1124414414414415,318371231.2912913,0.0946816816816817,4008237.5135135134,0.0,0.0,0.0285825825825825,2794047.6636636634,21390614.45045045,312713.2057057057,115,30304.430000000008,22748,5553584,62395,85444.28999999995
189,2021-11-08,4087,64.524,23626.05699999999,1900,141590,5852,0.1115516304347827,380175376.4347826,0.0968369565217391,5358915.451086956,8.458779891304347,5.90875,0.022891304347826,2801189.434782609,11733573.0,415100.79891304346,367,104174.03,21339,2987139,40400,91024.1
190,2021-11-09,4279,89.73400000000001,33238.96800000001,2252,123658,6367,0.11213,582657881.22,0.0991974999999999,6106152.12475,18.425115,8.5990075,0.02328,4002762.73975,23748780.7225,318835.435,303,89213.06,21427,3473182,42557,102467.05000000005
191,2021-11-10,3553,75.66199999999999,24318.907000000007,2731,76748,6075,0.1281517412935323,470330776.4676617,0.1119029850746268,5794307.731343283,28.603815920398016,14.5845,0.0211268656716417,2783041.878109453,18455495.95024876,430585.29850746266,537,192682.85,22381,3461709,41373,90801.41999999994
192,2021-11-11,4346,124.046,44416.28499999997,7625,135261,10961,0.1042744186046512,467693086.6232558,0.0854674418604651,6792784.211627907,52.41506511627907,12.907625581395347,0.0272627906976744,3547945.81627907,20955643.381395347,529745.5534883721,599,293347.5800000001,19797,2924901,39724,111055.50999999997
193,2021-11-12,5563,228.826,74042.49099999997,13898,173249,17554,0.1390761904761904,670246268.5190476,0.1197523809523809,6297485.845238095,43.73653809523809,14.797859523809525,0.0230738095238095,3662836.926190477,74876485.50952381,608168.4380952381,859,257079.93999999983,44744,2686858,36632,157713.21999999994
194,2021-11-13,6586,222.453,91048.19399999996,20126,273370,24466,0.1402692307692306,680320063.0410256,0.1186461538461539,6241662.858974359,30.188889743589748,5.125161538461538,0.0276410256410256,3188096.1333333333,59011143.364102565,618667.0025641025,769,223172.78000000012,37097,2795077,33990,162605.96999999983
195,2021-11-14,10062,194.941,119017.77099999998,23717,379037,31310,0.1173844221105528,614327202.19598,0.0995703517587939,6919972.997487437,30.41911055276382,6.020562814070352,0.0277839195979899,4351591.801507537,80679470.02512562,475300.0,447,114925.75999999998,29007,2926228,40431,193008.50999999995
196,2021-11-15,10895,229.978,131851.198,26547,388890,34495,0.1074390804597701,698716003.9448276,0.0877563218390805,6982220.043678161,44.714565517241375,11.263066666666669,0.0284436781609195,3821317.216091954,67910092.96551724,476264.9379310345,587,217612.11000000004,38632,3776021,57688,267567.7399999998
197,2021-11-16,11980,306.033,147426.02100000004,32425,481320,39838,0.1245839080459769,772026155.5172414,0.1011149425287357,7122981.910344828,58.17591034482758,9.496289655172417,0.0318942528735632,4493273.052873563,70456273.33333333,507549.5011494253,670,196755.19,35136,3169272,47436,255293.81999999992
198,2021-11-17,11765,264.024,170850.439,53676,637500,59442,0.0941903669724771,519665765.21330273,0.0734701834862385,7700600.550458715,30.770887614678895,4.46552752293578,0.027243119266055,4146784.910550459,53780125.63302752,346822.77752293576,346,105495.81,39396,5330061,65639,284727.56000000006
199,2021-11-18,10476,237.24,165889.52099999998,41070,603214,47014,0.0807328767123286,567887394.4885845,0.0621255707762556,8255835.0,29.911988584474887,11.048408675799086,0.0257123287671232,4949492.996575343,68189047.36986302,383793.51712328766,362,125987.74000000002,40080,5605249,68731,292097.06000000006
200,2021-11-19,8217,217.0,127584.876,32547,484211,37269,0.0985925925925926,549228048.0714285,0.0801640211640211,8053496.05026455,4.135185185185185,0.1216243386243386,0.0257539682539682,4625944.187830688,59181793.62962963,571708.2751322752,356,118465.46000000002,41452,5909677,70541,247058.48000000004
201,2021-11-20,1964,43.552,19419.92199999999,0,15935,1964,0.1111238938053098,781790804.3362832,0.1111238938053098,4737874.867256637,0.5426592920353982,3.21858407079646,0.0,4737874.867256637,35494729.876106195,0.0,159,46960.830000000016,35697,3141492,50178,96356.44999999995
202,2021-11-21,1589,28.0,15875.207000000002,0,15106,1589,0.1030452488687782,688091775.0226245,0.1030452488687782,4619716.289592761,0.0079909502262443,0.0,0.0,4619716.289592761,17064724.054298643,0.0,152,45294.05999999998,35366,3111909,50421,88169.43000000002
203,2021-11-22,3010,56.348,24747.314,0,23573,3010,0.1109516129032258,626130206.3548387,0.1109516129032258,4268376.193548387,0.3279193548387096,0.9411290322580644,0.0,4268376.193548387,31197838.01612903,0.0,415,125528.59,38082,3106174,48883,91969.63999999996
204,2021-11-23,3107,70.102,24769.99000000001,0,24459,3107,0.1111818181818181,626538207.5497836,0.1111818181818181,4178459.554112554,0.0933982683982684,2.1307359307359306,0.0,4178459.554112554,33367457.66233766,0.0,660,216062.31000000003,38156,2652919,43118,82296.40000000001
205,2021-11-24,3095,64.043,23766.15200000001,0,23480,3095,0.1199273504273504,608100980.4529915,0.1199273504273504,4027988.217948718,0.0841752136752136,1.948717948717949,0.0,4027988.217948718,30080953.162393164,0.0,477,168942.57999999996,41548,3065482,49792,94969.24000000003
206,2021-11-25,2760,65.356,21811.711000000003,0,20789,2760,0.1157112970711297,599104747.6317992,0.1157112970711297,3938166.234309624,1.7141715481171549,2.2016192468619247,0.0,3938166.234309624,24426460.51882845,0.0,587,180373.31000000003,32181,2239365,31446,95835.69
207,2021-11-26,2633,63.0,24902.103000000006,0,20147,2633,0.1214599156118144,704554767.8312236,0.1214599156118144,3867403.037974684,0.0,0.0,0.0,3867403.037974684,22209025.316455696,0.0,557,184391.4599999999,28097,1661320,23002,80598.50999999998
208,2021-11-27,1923,48.0,15923.64999999999,0,16618,1923,0.1067937219730942,714407148.0448431,0.1067937219730942,3925724.094170404,0.0,0.0,0.0,3925724.094170404,14168673.95515695,0.0,283,83153.81,27949,1429144,23059,63523.84000000001
209,2021-11-28,1556,43.746,13019.535000000002,0,14670,1556,0.0942755555555555,613442593.3866667,0.0942755555555555,4065193.6,0.4673866666666667,2.567111111111111,0.0,4065193.6,18672933.724444445,0.0,289,76594.0,31140,1631120,25199,61300.74000000001
210,2021-11-29,2767,73.0,25356.484000000008,0,19706,2767,0.1341617021276595,841523682.6553191,0.1341617021276595,4753223.276595744,0.0,0.0,0.0,4753223.276595744,24569632.680851065,0.0,696,201929.2800000001,36064,1473859,23677,79673.61000000002
211,2021-11-30,3339,148.0,23003.885999999984,0,20279,3339,0.1303801652892562,622379254.016529,0.1303801652892562,3527672.636363636,0.0,0.0,0.0,3527672.636363636,15475948.67768595,0.0,525,150056.72000000003,28938,1396680,21775,68232.17
212,2021-12-01,3148,108.023,22848.77800000001,723,33234,3802,0.1281918604651162,593732953.1860465,0.1219186046511627,4221626.726744186,16.73535465116279,8.401988372093024,0.0076337209302325,3413684.485174419,13304987.325581396,223645.8659883721,470,174819.99000000002,28511,2857760,34260,78125.44
213,2021-12-02,4053,98.04800000000002,43853.193,7322,141137,10693,0.1168223495702005,687796574.5673352,0.1103925501432664,6463719.979942693,34.63392836676218,19.29984240687679,0.0077736389684813,4038483.8452722062,33409564.945558734,223862.59025787967,487,194214.5300000001,29428,9869872,66676,129252.22
