,date,clicks_ads,conversions_ads,cost_micros_ads,engagements_ads,impressions_ads,interactions_ads,interaction_rate_ads,average_cpm_ads,ctr_ads,average_cpc_ads,conversions_value_ads,value_per_conversion_ads,engagement_rate_ads,average_cost_ads,cost_per_conversion_ads,average_cpe_ads,transactions_anal,transactionRevenue_anal,sessions_anal,impressions_anal,adClicks_anal,adCost_anal
64,2021-07-04,1603,29.5,7896.47,33,41408,1634,0.1066592592592593,459800763.0419753,0.1015728395061728,2269078.592592593,0.3851851851851852,0.7703703703703704,0.0214320987654321,2235725.333333333,5159119.249382716,11722.576543209876,146,51941.740000000005,9147,788255,9609,25281.180000000008
65,2021-07-05,2501,63.047,16367.193000000005,84,42185,2577,0.1155197368421053,582664814.1096492,0.1091293859649123,2791203.6666666665,0.0435065789473684,0.9324078947368424,0.0263881578947368,2748128.13377193,9303685.368421054,16103.740789473684,424,142948.90999999997,11432,742460,9861,32554.569999999992
66,2021-07-06,2157,59.0,13384.294999999993,61,31617,2217,0.1076984478935698,756227175.8758315,0.0935631929046563,3037392.0753880264,0.0,0.0,0.0417117516629711,2980010.135254989,7750046.048780488,13001.157427937917,296,102960.36,11656,905097,11267,31401.58999999999
67,2021-07-07,2158,54.0,12915.229999999989,70,37408,2226,0.1153435294117647,543912229.7176471,0.1010941176470589,2308784.6047058823,0.0,0.0,0.048915294117647,2238127.3247058825,7611227.538823529,17879.97858823529,306,95606.91999999998,11158,931796,11040,30999.729999999992
68,2021-07-08,2289,54.0,14160.583000000002,48,35483,2332,0.1385155555555556,706603187.2244444,0.1180000000000001,2978687.4044444445,0.0,0.0,0.0377488888888888,2939451.748888889,10175082.186666667,7996.688666666665,290,98829.44,10183,757270,9464,29055.72
69,2021-07-09,2184,61.0,11265.597000000009,57,37827,2236,0.1145648351648351,531474563.5604396,0.1026175824175824,2245692.5186813185,0.0,0.0,0.025432967032967,2193674.63956044,6865437.362637362,11000.737362637365,228,78202.43,8852,516546,7312,24960.25
70,2021-07-10,1947,36.0,9454.520999999995,39,44060,1984,0.1400560747663551,662259921.6308411,0.1333901869158878,2399715.7476635515,0.0,0.0,0.0289719626168224,2372712.6261682245,7221529.962616823,12814.73714953271,127,41818.33,7604,468435,7049,24579.519999999997
71,2021-07-11,1656,22.0,7230.382,10,41371,1666,0.106877990430622,442280335.1004785,0.1032607655502392,2033979.95215311,0.0,0.0,0.0127607655502392,2028804.7799043064,5122344.497607656,4256.688995215311,102,26907.42,6993,439451,6731,21076.0
72,2021-07-12,2514,53.0,11605.126000000002,11,38491,2525,0.1420745614035088,642679773.7302631,0.1315592105263158,2517288.574561404,0.0,0.0,0.0158991228070175,2519064.3377192984,8955960.50877193,8194.166666666666,381,122551.67,9610,605460,9065,27733.58
73,2021-07-13,2300,67.0,10443.82299999999,11,29234,2310,0.131604347826087,531402268.6391304,0.1258021739130435,2116426.7391304346,0.0,0.0,0.0170652173913043,2118478.315217391,7025284.747826087,25415.75652173913,408,150698.78999999998,9473,748764,9509,24250.129999999997
74,2021-07-14,2131,60.0,9981.325000000004,12,24841,2143,0.1381024498886414,577244074.5768374,0.13571714922049,2291161.35857461,0.0,0.0,0.0129420935412026,2287511.839643653,5244332.77505568,1036.6280623608018,316,102193.81999999998,10092,1144102,12639,26633.55
75,2021-07-15,2083,45.294,8731.091999999995,16,21741,2097,0.1303986486486486,452361190.8333333,0.1288513513513513,2017634.981981982,0.1389977477477477,0.4729729729729729,0.0139639639639639,1991162.6509009008,6062229.261261261,4562.045045045045,368,126928.6,13354,1254796,13443,30578.14
76,2021-07-16,2105,41.0,8914.858999999999,37,31146,2141,0.0856903765690376,327835531.0404463,0.0790167364016736,1373334.8535564854,0.0,0.0,0.0118688981868898,1365343.0857740585,3329418.3654114367,5366.145048814505,248,80500.70000000001,13737,1395433,16406,37862.3
77,2021-07-17,1763,46.0,8163.087000000007,25,30632,1785,0.0654939759036144,247620846.86746988,0.0635435073627844,1287167.7443105755,0.5408299866131191,0.5408299866131191,0.0101753681392235,1274871.9879518072,3468345.108433735,4092.182061579652,147,53699.76,11332,1258220,15822,40011.15
78,2021-07-18,1412,30.049,6056.688000000004,26,25370,1437,0.0740027247956403,263280227.88283375,0.0733365122615804,1256022.749318801,0.0262043596730245,0.5362397820163488,0.0079604904632152,1239585.7138964578,3336232.9809264303,8483.576158038148,146,46841.52,11594,1986153,20812,33909.829999999994
