date,clicks,conversions,cost_micros,engagements,impressions,interactions,interaction_rate,average_cpm,ctr,average_cpc,conversions_value,value_per_conversion,engagement_rate,average_cost,cost_per_conversion,average_cpe
2021-05-22,32740,38.0,88696.57100000004,1227,1725570,33869,0.11206177606177621,556364527.938224,0.11184749034749049,2420393.6563706566,0.0,0.0,0.031615830115830114,2405657.2683397685,17869567.266409267,92537.73532818534
2021-05-23,10331,44.0,17863.379000000004,1196,633065,11447,0.1099257641921398,592003572.1091703,0.10945851528384283,2635357.2030567685,0.0,0.0,0.03385371179039301,2605476.88209607,8396914.777292576,165545.7986899563
2021-05-24,25369,70.0,38902.49799999999,3927,1935300,29070,0.11501446280991734,713472205.0991735,0.11343388429752059,2980989.995867769,0.0,0.0,0.030033057851239667,2892469.758264463,13456056.033057852,203291.20247933886
2021-05-25,20346,70.0,31852.529999999988,1058,1511473,21343,0.13292412451361882,842332458.340467,0.1325155642023348,2881030.571984436,0.0,0.0,0.024717898832684822,2869886.5992217897,9871583.540856032,103870.34435797666
2021-05-26,32111,70.0,64619.388000000035,6363,2353459,38077,0.11255443548387098,663106641.8064516,0.10827419354838719,3402761.3286290322,0.0,0.0,0.02633266129032259,3092961.16733871,34425367.82258064,161896.3185483871
2021-05-27,30272,86.0,89537.409,6422,2337500,36283,0.10617489711934154,763722726.473251,0.10487242798353907,4175377.442386831,0.0,0.0,0.02825102880658436,4018784.8724279837,44923572.3127572,263067.7962962963
2021-05-28,8730,90.0,98977.76899999999,16648,296982,24380,0.11277130977130971,746725881.6133056,0.09389189189189188,7437393.819126819,0.0,0.0,0.026981288981288987,4705636.733887734,58136126.56964657,286142.86694386695
2021-05-29,8976,85.0,92343.62200000003,9661,485997,18035,0.09874666666666673,894923668.2355555,0.09236666666666678,6804194.906666666,0.0,0.0,0.029142222222222215,5312777.26,55833611.16444445,314006.1311111111
2021-05-30,8192,65.0,96554.814,7437,410927,15016,0.08035555555555551,802140269.0977777,0.07401111111111114,7708480.8533333335,0.0,0.0,0.03366444444444444,6247674.831111111,65551846.47111111,349570.46444444446
2021-05-31,9204,76.0,115392.59399999995,5936,526182,14688,0.10867,1064807272.032,0.10376600000000007,8894622.432,0.0,0.0,0.029763999999999995,8132458.808,61320588.768,204379.898
2021-06-01,11073,89.0,105712.46599999997,15785,661675,25701,0.10945108695652181,1007357372.4891304,0.10053079710144942,8055300.382246377,0.0,0.0,0.038635869565217376,7237165.972826087,38610872.58695652,131720.92028985507
2021-06-02,4879,72.0,27563.284000000003,2978,212234,7616,0.1208726415094339,588919691.1981132,0.11365330188679255,3509527.7264150945,0.0,0.0,0.04351886792452828,2793103.0754716983,18041782.849056605,237897.68608490567
2021-06-03,3537,66.0,14196.266999999996,985,230599,4442,0.12507603686635954,597218277.9562212,0.11776497695852539,2675210.1774193547,0.0,0.0,0.050585253456221196,2352298.0059907837,8259540.101382488,134712.96797235022
2021-06-04,2330,63.0,10470.571000000009,215,72121,2525,0.1241642857142858,531745145.5761905,0.11587380952380961,2368989.745238095,0.0,0.0,0.0378,2238717.010952381,7655838.076190476,100628.07523809525
2021-06-05,2011,30.0,7865.131,69,51311,2076,0.131746835443038,485506997.28101265,0.12381772151898741,2055450.382278481,0.0,0.0,0.02785063291139241,2022787.829113924,4244964.010126582,43594.34683544304
2021-06-06,2178,30.0,8196.61,119,79292,2294,0.12198181818181832,415215923.0246753,0.1119558441558443,2053771.7493506493,0.0,0.0,0.0566961038961039,1984131.4615584416,8482738.7012987,26922.76025974026
2021-06-07,3181,69.0,15075.368999999997,717,78585,3847,0.12123042505592845,408587515.19463086,0.11174049217002244,2115143.3736017896,0.0,0.0,0.03598210290827741,1961767.0158836693,6357464.6174496645,72288.50357941833
2021-06-08,3455,61.0,15556.230999999996,1230,80613,4592,0.16592361111111126,680369857.0277778,0.15122453703703706,2565901.152777778,0.0,0.0,0.04687037037037039,2330098.7064814814,8818078.666666666,108073.06157407408
2021-06-09,2933,70.0,13522.169999999998,649,57031,3521,0.15294582392776532,662273229.9458239,0.13730022573363437,2518796.0293453727,0.0,0.0,0.04408803611738148,2338019.066591422,7041513.09255079,95275.85869074492
2021-06-10,2841,69.0,12335.423999999994,990,68090,3771,0.15322072072072068,576432683.2702702,0.1412027027027028,2240103.849099099,0.0,0.0,0.0308490990990991,2002445.4596846846,8387422.774774775,100908.82792792794
2021-06-11,2533,57.0,11416.868000000006,483,56841,2977,0.14465165876777258,483162496.2203792,0.13146445497630344,2180646.646919431,0.0,0.0,0.042905213270142184,1923820.5042654027,6500629.374407583,64631.58317535545
2021-06-12,2137,42.0,9244.133,493,63208,2604,0.14266334164588532,539590908.6159601,0.1289875311720699,2458782.458852868,0.0,0.0,0.03749625935162096,2139979.1466334164,4991057.117206982,86085.87730673316
2021-06-13,2037,34.0,9181.747999999998,378,62623,2386,0.10638059701492544,374480666.15174127,0.09638059701492553,1948701.196517413,0.0,0.0,0.038291044776119415,1777101.5845771143,5299125.054726368,110439.39054726368
2021-06-14,3243,64.0,15559.089999999995,802,78650,4001,0.11639999999999998,465769785.2258065,0.10727956989247324,2305179.243010753,0.0,0.0,0.028264516129032243,2045330.0,10565967.879569892,80724.62150537634
2021-06-15,3210,63.0,16004.688000000006,777,72871,3918,0.08624649298597195,326143124.05210423,0.07319238476953906,2314763.4488977958,0.0,0.0,0.026809619238476953,2102112.2587174345,4720947.911823647,114670.05230460923
2021-06-16,2622,60.227,13410.422999999986,311,42215,2906,0.10510165975103736,410239103.219917,0.09479668049792533,2346156.114107884,0.21854356846473028,0.9626556016597511,0.030639004149377588,2234471.731327801,4852126.987551867,68783.4304979253
2021-06-17,2575,64.0,14793.626999999993,2106,53281,4536,0.1458917197452229,506686885.79193205,0.12512738853503194,2673286.9639065815,0.0,0.0,0.03478131634819532,2100474.464118896,5937032.203821656,142216.557537155
2021-06-18,2253,48.0,14731.890999999998,4946,60867,6810,0.1371401869158878,546474887.8691589,0.10576869158878507,3343580.3224299066,1.341121495327103,1.341121495327103,0.044642523364485986,1989901.8738317757,8132683.23364486,207815.79906542055
2021-06-19,1567,29.0,10858.980999999992,3629,39604,4948,0.13027999999999998,346565753.895,0.08753750000000006,3230058.45,0.0,0.0,0.0549675,1583549.6825,4293451.52,256835.9925
2021-06-20,1096,23.32,4634.026999999997,53,24617,1145,0.09097643979057596,447843159.71727747,0.0842068062827225,1876570.8612565445,0.18099476439790577,0.5654450261780105,0.02224607329842932,1793250.2958115183,2797133.769633508,31293.15706806283
2021-06-21,2250,58.359,11689.773999999994,117,29473,2363,0.13388036117381497,633446769.952596,0.12043792325056439,2505329.0361173814,0.44606094808126406,1.2415349887133182,0.0424198645598194,2402404.856207675,6849404.036117381,46391.075169300224
2021-06-22,2049,40.09,10047.359000000008,62,23170,2110,0.13600471698113203,453832614.2924528,0.1297382075471698,2010266.3325471699,0.34861792452830187,3.875,0.03403066037735849,1964552.7735849055,7850668.396226415,26931.091509433965
2021-06-23,2056,46.678,10227.846000000001,33,24055,2088,0.1263625866050809,556493646.6905311,0.11877367205542731,2052351.6651270208,0.7520346420323325,1.1085450346420322,0.02963279445727483,2016312.1616628175,5275622.378752887,20461.5935334873
2021-06-24,4145,65.75,18726.998,308,117867,4431,0.1336398210290828,661074771.689038,0.1231543624161074,2444587.4474272933,0.09395973154362416,0.12527964205816555,0.039393736017897085,2316402.8277404923,8942337.619686801,81006.30805369127
2021-06-25,16891,96.0,118478.62899999994,18805,1291132,34856,0.11641705069124426,479181688.9308756,0.10894239631336416,3761378.8225806453,0.0,0.0,0.03863133640552996,2206198.50921659,52058972.71889401,287111.29262672813
2021-06-26,17990,79.0,98966.05699999999,15265,1729265,32523,0.11342786069651745,517902509.8308458,0.11087562189054738,3011969.957711443,0.0,0.0,0.035410447761194036,2276195.1641791044,53905472.39800995,307891.2524875622
2021-06-27,7833,56.0,64440.188,14515,685391,21562,0.09883678756476687,401002219.65284973,0.09413730569948196,3089407.945595855,0.0,0.0,0.04916580310880827,2136002.779792746,69941095.00518134,343540.1227979274
2021-06-28,8331,91.639,69571.406,23665,647135,30770,0.12154716981132078,547026303.8278302,0.11377594339622649,3305388.0023584906,1.2373537735849058,0.7547169811320755,0.0454811320754717,2065169.4799528301,61528578.18396226,234258.6900943396
2021-06-29,10886,84.173,64789.993000000024,11216,896125,21631,0.12362468513853912,448426941.6322418,0.11928715365239317,2926703.959697733,0.13183123425692697,0.7632241813602015,0.043559193954659944,2198277.8362720404,45118707.04282116,192543.3967254408
2021-06-30,7232,87.0,40980.28899999998,3272,497279,10391,0.13425968109339423,619271453.2870159,0.1296560364464694,2883789.353075171,0.0,0.0,0.05229157175398631,2565669.459453303,24619521.8952164,113762.51913439635
2021-07-01,12410,101.333,73104.85599999997,11133,1090776,23120,0.12508705882352938,558722585.32,0.11965647058823539,2981277.663529412,0.602355294117647,1.8070588235294118,0.054002352941176474,2463464.2872941177,52404016.00941177,114866.81764705882
2021-07-02,5634,77.0,40751.965000000004,5848,366346,11263,0.11329468599033828,435868641.98550725,0.10070772946859918,3134601.5,0.0,0.0,0.07579468599033816,2203451.0359903383,18080652.80193237,140078.0234299517
2021-07-03,1553,31.0,6892.398999999999,85,39825,1635,0.09089393939393942,352024698.0429293,0.08625000000000002,1882561.6515151516,0.0,0.0,0.048707070707070706,1797872.133838384,5260259.636363637,15617.992171717171
2021-07-04,1603,29.5,7896.47,33,41408,1634,0.10665925925925931,459800763.0419753,0.10157283950617288,2269078.592592593,0.3851851851851852,0.7703703703703704,0.0214320987654321,2235725.3333333335,5159119.249382716,11722.576543209876
2021-07-05,2501,63.047,16367.193000000003,84,42185,2577,0.1155197368421053,582664814.1096492,0.10912938596491233,2791203.6666666665,0.04350657894736842,0.9324078947368423,0.026388157894736843,2748128.13377193,9303685.368421054,16103.740789473684
2021-07-06,2157,59.0,13384.294999999993,61,31617,2217,0.10769844789356985,756227175.8758315,0.0935631929046563,3037392.0753880264,0.0,0.0,0.04171175166297117,2980010.135254989,7750046.048780488,13001.157427937917
2021-07-07,2158,54.0,12915.229999999989,70,37408,2226,0.11534352941176479,543912229.7176471,0.10109411764705892,2308784.6047058823,0.0,0.0,0.04891529411764706,2238127.3247058825,7611227.538823529,17879.97858823529
2021-07-08,2289,54.0,14160.583000000002,48,35483,2332,0.13851555555555561,706603187.2244444,0.1180000000000001,2978687.4044444445,0.0,0.0,0.037748888888888894,2939451.748888889,10175082.186666667,7996.688666666665
2021-07-09,2184,61.0,11265.597000000009,57,37827,2236,0.11456483516483518,531474563.5604396,0.10261758241758245,2245692.5186813185,0.0,0.0,0.025432967032967033,2193674.6395604396,6865437.362637362,11000.737362637363
2021-07-10,1947,36.0,9454.520999999995,39,44060,1984,0.14005607476635518,662259921.6308411,0.13339018691588786,2399715.7476635515,0.0,0.0,0.02897196261682243,2372712.6261682245,7221529.962616823,12814.73714953271
2021-07-11,1656,22.0,7230.3820000000005,10,41371,1666,0.106877990430622,442280335.1004785,0.10326076555023925,2033979.95215311,0.0,0.0,0.012760765550239233,2028804.7799043062,5122344.497607656,4256.688995215311
2021-07-12,2514,53.0,11605.126000000002,11,38491,2525,0.14207456140350883,642679773.7302631,0.1315592105263158,2517288.5745614036,0.0,0.0,0.015899122807017545,2519064.3377192984,8955960.50877193,8194.166666666666
2021-07-13,2300,67.0,10443.82299999999,11,29234,2310,0.131604347826087,531402268.6391304,0.1258021739130435,2116426.7391304346,0.0,0.0,0.01706521739130435,2118478.315217391,7025284.747826087,25415.75652173913
2021-07-14,2131,60.0,9981.325000000003,12,24841,2143,0.13810244988864148,577244074.5768374,0.13571714922049002,2291161.35857461,0.0,0.0,0.012942093541202671,2287511.8396436526,5244332.7750556795,1036.6280623608018
2021-07-15,2083,45.294,8731.091999999995,16,21741,2097,0.13039864864864864,452361190.8333333,0.1288513513513513,2017634.981981982,0.13899774774774776,0.47297297297297297,0.013963963963963964,1991162.6509009008,6062229.261261261,4562.045045045045
2021-07-16,2105,41.0,8914.858999999999,37,31146,2141,0.08569037656903768,327835531.0404463,0.07901673640167366,1373334.8535564854,0.0,0.0,0.011868898186889819,1365343.0857740585,3329418.3654114367,5366.145048814505
2021-07-17,1763,46.0,8163.087000000007,25,30632,1785,0.06549397590361444,247620846.86746988,0.06354350736278447,1287167.7443105755,0.5408299866131191,0.5408299866131191,0.01017536813922356,1274871.9879518072,3468345.108433735,4092.182061579652
2021-07-18,1412,30.049,6056.688000000004,26,25370,1437,0.07400272479564038,263280227.88283378,0.07333651226158044,1256022.749318801,0.026204359673024525,0.5362397820163488,0.007960490463215258,1239585.7138964578,3336232.9809264303,8483.576158038148
2021-07-19,2456,58.0,12167.20600000001,140,43782,2589,0.07530676328502418,236686188.58454105,0.06407246376811596,1392303.3490338165,0.0,0.0,0.017165458937198067,1346015.1763285024,4025210.5120772948,19404.163647342993
2021-07-20,3482,76.0,18782.801999999996,108,85427,3578,0.08857045454545463,393871492.8840909,0.08093409090909096,2581685.9886363638,0.0,0.0,0.015962499999999998,2544750.475568182,4493416.590909091,33339.834659090906
2021-07-21,9604,96.077,73492.625,2873,520449,12340,0.06882785956964893,406035602.22423553,0.06289807474518687,4388503.774631937,0.401440543601359,0.6115515288788222,0.012525481313703287,3967848.9626274067,21578419.270668175,98382.32163080407
2021-07-22,10134,96.0,71926.67199999993,3616,578148,13577,0.07620818291215403,385138968.1492178,0.07143561973525876,2991414.6690734057,0.9819494584837545,0.9819494584837545,0.011924187725631768,2400063.3369434415,30190437.809867628,121737.66907340553
2021-07-23,8054,103.68,72209.09299999996,17131,499103,24525,0.08388875598086128,339456325.06698567,0.07676913875598086,3691801.783492823,0.1757117224880383,0.2583732057416268,0.015003588516746408,2203630.799043062,21683790.3492823,112491.71650717703
2021-07-24,8849,88.0,64794.217000000004,7649,535540,16126,0.0704067584480601,340356320.0175219,0.06348310387984986,3438705.4355444307,0.0,0.0,0.016035043804755948,2682622.0838548187,28010436.836045057,122089.32790988736
2021-07-25,8555,74.363,61404.87399999999,4166,534147,12531,0.0724720101781171,390583536.37150127,0.0666679389312978,3388841.0139949108,0.1620470737913486,0.44656488549618323,0.017586513994910947,2787373.6806615777,25950912.987277355,98929.73282442748
2021-07-26,8884,97.19200000000001,72147.88499999997,11480,536723,19819,0.09218491484184906,427588707.5328467,0.08472262773722633,3735962.856447689,0.6221934306569344,1.6909975669099757,0.016214111922141113,2420051.4513381994,23597342.905109487,134122.72749391728
2021-07-27,8313,100.198,66672.33500000005,6780,464510,14677,0.08671791767554483,390279946.9322034,0.08075786924939471,3524407.3983050846,0.05076150121065376,0.0423728813559322,0.014338983050847458,2693808.9346246975,26015798.63922518,123124.12832929782
2021-07-28,8080,123.333,65516.13000000003,4151,450743,11993,0.07696357226792007,412946777.15863687,0.0718495887191539,3411070.545828437,0.28985428907168037,0.8695652173913043,0.013014101057579322,2728041.174148061,24845108.19506463,105782.9132784959
2021-07-29,7280,110.044,61423.176,3904,411087,10913,0.08919128329297829,426135895.7530266,0.08247457627118648,3262962.122276029,1.7894951573849878,2.4836174334140435,0.015455205811138012,2825337.7845036318,24680702.653753027,119189.81355932204
2021-07-30,6384,69.0,55798.265000000014,5793,368052,11853,0.08094096385542172,451422224.86987954,0.07459156626506024,3707810.9578313255,0.0008120481927710844,0.0,0.014528915662650601,3049631.951807229,17122689.002409637,103361.23253012048
2021-07-31,5932,79.0,55389.825000000026,2979,329520,8739,0.06730169050715211,400082230.82184654,0.06090637191157345,4994922.412223667,2.694408322496749,1.3472041612483745,0.014667100130039013,4306789.102080625,20253200.20286086,146975.51300390117
2021-08-03,2450,35.263,21433.938000000002,4950,165510,7161,0.09323346828609988,509652153.8623482,0.0880499325236168,2698467.165991903,0.012408906882591093,0.04723346828609987,0.01758974358974359,2357469.248717949,12526595.497975709,55369.06383265857
2021-08-04,4868,93.479,47231.112000000016,6282,248444,10838,0.08444230769230773,394668734.3173077,0.07699158653846153,3049866.378605769,0.4485588942307693,1.4816105769230767,0.015272836538461535,2629269.5853365385,18965400.009615384,86449.73317307692
2021-08-05,4530,85.441,41415.62599999997,4446,223477,8762,0.06758273381294964,356233503.2589928,0.05908633093525182,3495654.2913669064,0.4670167865707434,0.9210239808153478,0.017207434052757792,2994737.8459232613,16065714.019184653,84917.90767386091
2021-08-06,2559,59.205,19254.968999999997,97,50289,2648,0.07901109741060418,411182122.4266338,0.06968680641183722,3686349.729963009,0.10403205918618989,0.17262638717632553,0.014759556103575834,3656262.300246609,11530875.131935881,26497.712083847102
2021-08-07,2011,59.0,14405.052999999993,77,38660,2079,0.07080456852791879,375440071.680203,0.06259517766497462,2640338.0812182743,0.0,0.0,0.016914974619289338,2622644.228045685,2107844.431472081,28440.629060913703
2021-08-08,1710,32.34,12134.091,92,33837,1792,0.07997927461139892,383855240.738342,0.06563471502590673,2601588.582901554,0.17925,0.5270077720207255,0.019417098445595853,2572000.111528497,3811913.357512953,25511.357642487048
2021-08-09,2756,86.36399999999999,22805.290000000026,109,35505,2858,0.06940147783251224,394427577.1502463,0.06096551724137926,2919636.447044335,6.147958128078819,1.3520197044334976,0.012242610837438422,2898495.7988916254,5991127.54679803,35820.015640394085
2021-08-10,2793,73.179,19863.711000000018,134,37901,2917,0.07706682577565636,445694503.022673,0.06828162291169451,2625799.494033413,0.45557517899761335,0.8563305489260143,0.01590453460620525,2584292.698448688,7369370.961813843,20069.259785202863
2021-08-11,2841,69.08,21952.94499999998,85,37961,2921,0.0704252733900365,382217542.56379104,0.05954191980558931,2899902.7120291614,2.897890643985419,1.1721300121506684,0.013755771567436214,2885111.54981774,6454333.317132442,21381.12332928311
2021-08-12,2616,73.16199999999999,20073.498,5,28742,2620,0.06785276073619627,406943664.9815951,0.06509079754601221,2454375.382822086,1.408280981595092,1.7833092024539876,0.003374233128834356,2454520.780368098,6891697.943558282,267.04294478527606
2021-08-13,2663,60.0,18708.568999999996,31,36883,2694,0.07149696233292832,392561695.3511543,0.06352612393681653,2674110.7995139733,0.0,0.0,0.0115771567436209,2669426.048602673,4022018.590522479,7620.625759416768
2021-08-14,3271,59.923,19492.82899999999,56,87371,3323,0.06750950570342208,398314078.63117874,0.0625551330798479,2611316.5817490495,0.403871989860583,0.8898441064638783,0.008727503168567805,2612078.971863118,7280642.063371357,16426.693029150825
2021-08-15,3441,48.489,20888.294,277,134258,3697,0.059082614056720155,353550927.5536375,0.05167940813810115,2533408.7916152896,0.20309987669543772,0.8139753390875463,0.01444143033292232,2505690.9667077684,9013324.372379778,44350.80061652281
2021-08-16,5630,117.25200000000001,41125.04000000001,3037,238463,8507,0.07904260355029588,413051030.08047336,0.06844733727810655,2791003.1668639053,4.181383431952662,2.1548792899408284,0.017088757396449713,2430913.0887573967,17143688.222485207,68707.03786982248
2021-08-17,6184,98.0,50221.92800000001,10738,298298,16311,0.08218509615384614,394579112.3557692,0.07195192307692316,3883478.360576923,0.0,0.0,0.015384615384615379,2591350.6915865387,17942384.89903846,111233.17716346154
2021-08-18,5819,102.702,60167.305000000015,17403,300680,22252,0.07476771196283385,372245965.3751452,0.06541579558652728,4718794.713124274,0.6398734030197445,0.3760499419279907,0.014088269454123111,2574703.281068525,17768219.224157955,175961.4854819977
2021-08-19,5339,111.784,57788.50500000001,24462,295604,28660,0.07432858837485168,439344477.9905101,0.0628125741399763,4449227.752075919,0.3044187425860024,0.7914827995255042,0.015564650059311983,2499740.4887307235,20792549.59905101,113047.83274021352
2021-08-20,5403,72.609,42893.181000000004,8036,269029,12997,0.081349932705249,399164899.0067295,0.07180753701211312,3178005.7738896366,0.7251668909825033,0.8885895020188425,0.018207267833109008,2308500.945222073,20680741.792732168,102992.10942126514
2021-08-21,4765,63.647,39392.403000000006,5082,252225,9636,0.08086835443037979,369567718.7443038,0.07234050632911396,3465825.111392405,0.45402025316455696,0.7012645569620254,0.017959493670886083,2517706.6620253166,17348303.86835443,100244.36354430381
2021-08-22,4306,52.0,49914.04699999996,11477,275402,15247,0.07080025445292615,397336702.37150127,0.06338295165394403,5169304.25826972,0.0,0.0,0.01717302798982188,3288416.6641221372,15407726.432569975,150247.80788804073
2021-08-23,4759,90.0,53671.60899999998,15959,289869,19963,0.08173696407879484,579449436.9594438,0.07447045191193519,5799288.964078795,0.0,0.0,0.011066048667439168,3918746.383545771,14078779.39281576,142973.65701042872
2021-08-24,6922,98.537,70406.18300000003,10910,356860,17265,0.0812573033707865,642261680.4404495,0.07447078651685403,6104479.571910112,0.265414606741573,1.0952808988764045,0.011140449438202242,4869379.148314606,16358040.341573033,134338.79213483146
2021-08-25,5852,104.483,55925.82599999999,7654,250075,13150,0.07865319865319866,673243338.2087542,0.07055218855218852,5968148.868686869,0.1950864197530864,0.15712682379349047,0.014523007856341186,5204400.869809203,13699280.695847362,92020.1290684624
2021-08-26,6434,126.0,57213.77100000001,4260,284430,10453,0.08104809843400446,691854517.736018,0.07499105145413872,6390592.763982103,0.0,0.0,0.013295302013422813,5716401.403243848,12127121.991051454,107514.73635346755
2021-08-27,6350,76.0,71886.551,15816,358173,21466,0.07377123442808607,782176688.398641,0.0676092865232164,8755494.419026047,0.5084937712344281,0.5084937712344281,0.01250509626274066,6896622.605889015,17837410.28765572,158727.81653454134
2021-08-28,6532,76.0,55103.71299999997,3752,322544,10109,0.06430348837209302,531473270.5488372,0.06020813953488376,5024991.972093023,0.0,0.0,0.014426744186046512,4560669.681976744,19312589.31627907,123406.49011627906
2021-08-29,6343,65.0,59290.77799999997,3054,352089,9287,0.05698890122086564,527276096.8679245,0.054059933407325164,5702926.446170921,0.0,0.0,0.01536514983351831,5461703.0277469475,11337379.156492786,106340.3629300777
2021-08-30,6895,81.0,76974.98000000001,2852,365634,9640,0.07062106406080347,990198297.834962,0.06761454940282302,10124900.533116179,0.0,0.0,0.011388707926167205,9858525.318132464,10898155.031487513,78749.08773072746
2021-08-31,5653,85.122,58111.600999999966,3243,271186,8739,0.07121820175438595,647086286.1337719,0.06735964912280706,8048470.66008772,0.014027412280701753,0.11513157894736842,0.012057017543859645,7423165.671052632,16824920.06140351,86692.99342105263
2021-09-01,4962,70.371,41038.40999999995,8800,213557,13384,0.08610292524377036,492052328.11700976,0.08034994582881917,6120588.133261105,0.5964767063921994,0.7806327193932828,0.013963163596966414,5082788.46695558,10779084.173347779,93439.52979414951
2021-09-02,5896,89.0,53156.92100000002,9921,278732,15344,0.07538901098901105,659845370.6065934,0.07013406593406601,7906122.879120879,0.0,0.0,0.012281318681318676,7001509.571758242,12547259.028571429,93143.07978021978
2021-09-03,6471,86.54,61191.88300000007,3044,303994,9385,0.06653634361233486,707012764.845815,0.06091519823788554,8052245.5561674,0.19116409691629957,0.35418502202643176,0.01594383259911894,7807230.291299559,16657700.466960352,70811.36068281939
2021-09-04,6983,83.625,57327.79599999999,1539,360076,8464,0.05556008820286659,516572851.99558985,0.051381477398015435,6506210.872105843,0.11321830209481808,0.18127232635060642,0.019373759647188536,6375416.8470782805,14020095.592061741,54643.288754134504
2021-09-05,5889,73.0,53247.905,3047,316913,8832,0.06371428571428575,604812737.1160715,0.06101897321428574,6062385.481026785,0.0,0.0,0.020093749999999997,5846075.146205357,16596953.25,95076.50189732143
2021-09-06,7044,78.511,68723.57599999997,3103,338635,9982,0.07113213530655395,866666712.4788584,0.06832346723044404,10028094.21807611,0.05668710359408034,0.1109936575052854,0.013784355179704017,9738216.114482028,13575250.342494715,86083.10253699789
2021-09-07,8883,75.0,66636.61500000005,2340,548578,11074,0.06981269510926119,661969277.8813735,0.06577731529656607,8637138.444328824,0.0,0.0,0.016434963579604576,8234865.050468262,16944050.106139436,92501.7726326743
2021-09-08,8923,76.249,68608.45799999997,1511,519840,10347,0.06605660377358492,587918132.081761,0.06406603773584908,6232853.843815514,0.021955974842767297,0.0880503144654088,0.010932914046121595,5984504.245283019,14533726.02096436,85423.6394129979
2021-09-09,8296,16.576,64941.264999999956,4429,450904,12512,0.07485623678646934,1169334554.9672306,0.07144186046511637,9743151.64693446,0.3537706131078224,0.2244186046511628,0.013384778012684988,9222576.712473573,9315721.145877378,93537.32251585623
2021-09-10,5821,9.702,55401.362,11568,324337,16935,0.08032719393282778,540623219.9024919,0.07525677139761651,6662709.031419285,0.5013759479956663,0.29460780065005415,0.012446370530877573,5651617.17063922,5360157.867822318,112663.69284940412
2021-09-11,6431,7.0,47247.200000000004,4108,347115,10377,0.07423783185840707,621927383.5862832,0.06957190265486732,5741167.307522124,0.0,0.0,0.015430309734513275,5007056.783185841,6026027.6283185845,124483.47234513274
2021-09-12,3997,8.0,33206.722,547,185188,4510,0.06644558991981671,424850502.39862543,0.06267468499427264,4716475.873997709,0.0,0.0,0.018476517754868277,4556088.689576174,4488381.360824742,77248.02371134021
2021-09-13,4086,13.0,27349.972999999976,725,178602,4764,0.08788439955106622,441859141.92031425,0.08531649831649832,3824546.429517396,0.5768799102132436,0.5768799102132436,0.011836139169472504,3679041.1826038156,1990712.6734006733,81698.68237934905
2021-09-14,5501,38.497,30123.107999999997,1503,324939,6912,0.10067966903073293,487246498.50236404,0.09664893617021285,3915772.192671395,0.25382860520094563,0.3404255319148936,0.011808510638297878,3615060.5088652484,5530315.1678487,98305.38829787234
2021-09-15,5769,28.511,36651.367000000006,2176,385667,7828,0.07874434389140278,495875468.7760181,0.07504524886877836,4769136.164027149,0.49166742081447967,0.96289592760181,0.010140271493212668,4101939.0995475114,6272220.0,119961.889479638
2021-09-16,5447,31.0,38445.35199999999,6836,363578,11961,0.08558542141230072,459888986.71981776,0.08021298405466976,4326654.165148064,0.0,0.0,0.01391799544419134,3313198.908314351,9733523.772209568,145846.24544419136
2021-09-17,5697,45.333,73953.7,15570,440713,20568,0.09070011148272017,656354684.2296544,0.08507692307692322,6817617.11928651,0.2140468227424749,0.6421404682274248,0.011114827201783724,4856206.858416946,13792069.172798216,178611.4503901895
2021-09-18,4960,24.723000000000003,59491.790999999976,3747,312853,8528,0.08857582668187007,661493790.700114,0.08546066134549603,6257176.405929305,1.4314663625997717,2.419612314709236,0.012717217787913343,5583954.144811858,8553231.204104902,171466.5290763968
2021-09-19,4719,29.0,53278.88800000001,495,308651,5179,0.08372325581395355,818523116.0348837,0.0819255813953489,7298899.055813953,0.0,0.0,0.014780232558139539,7132413.701744186,8439183.813953489,77111.75720930233
2021-09-20,5032,49.151,53552.94299999999,1050,232914,5999,0.08939546858908352,658269773.5818744,0.08730381050463444,6247272.155509784,0.08297940267765191,0.07209062821833162,0.008833161688980434,5977013.6673532445,11094865.182286303,137708.5
2021-09-21,5223,69.0,52247.114,1016,255750,6177,0.08975186368477095,489207168.72097975,0.08692225772097972,4998404.433439829,0.0,0.0,0.01082534611288605,4751042.627263046,12434442.615548456,118343.6190628328
2021-09-22,3190,53.273,27452.735999999994,1389,94209,4505,0.08805157593123218,484622782.6131805,0.08174403056351487,5026398.936962751,0.12597612225405921,0.24259789875835722,0.011848137535816617,4533329.916905444,4453506.490926457,54426.458834765996
2021-09-23,3396,50.242,26551.359000000015,2527,95179,5789,0.08204115996258186,489275320.463985,0.07352291861552859,4856287.856875584,0.14912347988774557,0.37043966323666977,0.010590271281571558,4181479.9045837233,2054831.1506080448,96299.92048643592
2021-09-24,3963,23.453,31673.66500000002,3566,141350,7326,0.07920055452865071,464569390.8170056,0.07326894639556386,5141103.984288355,0.10851293900184843,0.23937153419593346,0.008660813308687615,4254353.030036968,2449903.866913124,111274.70101663585
2021-09-25,3385,22.0,27719.814,1880,125511,5165,0.0689379178605541,454827251.38204396,0.0616800382043935,4642230.0114613185,0.0,0.0,0.01012225405921681,4217649.801528175,1727245.4632282713,77917.43018147087
2021-09-26,2538,25.0,22847.29500000002,1186,103992,3641,0.07372727272727277,431357315.1363636,0.06664393939393941,4742158.2727272725,0.0,0.0,0.010684659090909087,4412034.152746213,2669169.492424242,92329.27869318181
